country,origin_quarter,horizon_quarters,target_quarter,macro_feature_quarter,trade_graph_quarter,cpi_yoy_input,energy_cpi_yoy_input,target_cpi_yoy,split
CZE,2021Q2,2,2021Q4,2021Q1,2021Q1,2.168021680216792,-2.278177458033559,5.0194203764565515,test
DEU,2021Q2,2,2021Q4,2021Q1,2021Q1,1.7372078332280383,-0.4818503051718603,5.446485117162747,test
DNK,2021Q2,2,2021Q4,2021Q1,2021Q1,0.5838469023678128,-0.5849965588437867,3.462783171521022,test
EST,2021Q2,2,2021Q4,2021Q1,2021Q1,0.5629710342322847,6.634647234183522,9.134322910329695,test
FIN,2021Q2,2,2021Q4,2021Q1,2021Q1,1.0803013303414266,-1.1692042516518453,3.1475913249312315,test
FRA,2021Q2,2,2021Q4,2021Q1,2021Q1,0.965648250751916,0.9511150494756926,3.3331227094654414,test
GRC,2021Q2,2,2021Q4,2021Q1,2021Q1,-2.0922694083363336,-5.3250571708592265,3.7392773159341974,test
HRV,2021Q2,2,2021Q4,2021Q1,2021Q1,0.7424217863510885,-1.82689636010005,4.588280846670134,test
HUN,2021Q2,2,2021Q4,2021Q1,2021Q1,3.3479888301348737,0.3030498420272254,7.134704866699848,test
IRL,2021Q2,2,2021Q4,2021Q1,2021Q1,-0.1311905542800806,-1.37073637233025,5.369572422936675,test
ITA,2021Q2,2,2021Q4,2021Q1,2021Q1,0.7494297816878381,-1.6563819421890114,3.740728797162185,test
LTU,2021Q2,2,2021Q4,2021Q1,2021Q1,0.7432147800445321,-7.302991424133964,9.388567293777127,test
LUX,2021Q2,2,2021Q4,2021Q1,2021Q1,0.982939427140428,0.1247972045426148,5.706026519198137,test
LVA,2021Q2,2,2021Q4,2021Q1,2021Q1,-0.1191785845251147,-4.497302276615334,7.090426844312869,test
MLT,2021Q2,2,2021Q4,2021Q1,2021Q1,0.1427273906837944,-0.6296851574212892,2.107401294909206,test
NLD,2021Q2,2,2021Q4,2021Q1,2021Q1,1.7839664045972592,-2.1199889070347866,5.347992173669991,test
AUT,2021Q3,2,2022Q1,2021Q2,2021Q2,2.5676549367322554,4.035991393362437,5.526523667740202,test
BEL,2021Q3,2,2022Q1,2021Q2,2021Q2,2.373978726684123,17.628996729190316,9.110927608037445,test
BGR,2021Q3,2,2022Q1,2021Q2,2021Q2,2.22075222075222,3.902075307568031,8.866949046966521,test
CYP,2021Q3,2,2022Q1,2021Q2,2021Q2,1.6415365584567798,10.11814401689659,5.6873315363881405,test
CZE,2021Q3,2,2022Q1,2021Q2,2021Q2,2.759448110377938,-2.833283626603067,10.226937813144744,test
DEU,2021Q3,2,2022Q1,2021Q2,2021Q2,2.1609771374882403,1.8270799347471556,6.08506674945668,test
DNK,2021Q3,2,2022Q1,2021Q2,2021Q2,1.722456938576511,4.086709310589898,5.385359561431802,test
EST,2021Q3,2,2022Q1,2021Q2,2021Q2,2.846693081377616,9.940075159968863,12.48156508653122,test
FIN,2021Q3,2,2022Q1,2021Q2,2021Q2,2.126290732460534,2.057200200702458,4.772929087910671,test
FRA,2021Q3,2,2022Q1,2021Q2,2021Q2,1.7636461329372022,6.6138297545541125,4.189401066164922,test
GRC,2021Q3,2,2022Q1,2021Q2,2021Q2,-0.5682931608857467,7.849829351535842,6.584843823155673,test
HRV,2021Q3,2,2022Q1,2021Q2,2021Q2,2.2306520118017037,6.698440848296761,6.355795842183176,test
HUN,2021Q3,2,2022Q1,2021Q2,2021Q2,5.265030238349344,0.3870718018192276,8.31009801948892,test
IRL,2021Q3,2,2022Q1,2021Q2,2021Q2,1.5116661189615188,12.034782608695682,5.9113300492610765,test
ITA,2021Q3,2,2022Q1,2021Q2,2021Q2,1.1549566891241536,12.892741061755151,6.015523932729638,test
LTU,2021Q3,2,2022Q1,2021Q2,2021Q2,3.1595433872473766,2.4486128271368868,13.939249126370168,test
LUX,2021Q3,2,2022Q1,2021Q2,2021Q2,3.589987325728772,15.41301016854717,6.791903034811964,test
LVA,2021Q3,2,2022Q1,2021Q2,2021Q2,2.3193029819609245,-1.9092194760589989,9.245831421141194,test
MLT,2021Q3,2,2022Q1,2021Q2,2021Q2,0.1264612442552604,0.0,4.269240735941948,test
NLD,2021Q3,2,2022Q1,2021Q2,2021Q2,1.8038752215967513,3.337030581524303,8.850353641891061,test
AUT,2021Q4,2,2022Q2,2021Q3,2021Q3,3.083510458059968,7.745255498377501,7.86132372805044,test
BEL,2021Q4,2,2022Q2,2021Q3,2021Q3,3.295958600295723,28.49937364013977,9.93525071525372,test
BGR,2021Q4,2,2022Q2,2021Q3,2021Q3,2.922108428074788,6.6096399429732555,13.407907306400402,test
CYP,2021Q4,2,2022Q2,2021Q3,2021Q3,3.214083286100089,32.317489197179896,8.802052496546287,test
CZE,2021Q4,2,2022Q2,2021Q3,2021Q3,3.2718619869125387,-2.680965147453096,15.032107413893758,test
DEU,2021Q4,2,2022Q2,2021Q3,2021Q3,3.5175879396984966,5.965147453083142,8.277130594727167,test
DNK,2021Q4,2,2022Q2,2021Q3,2021Q3,2.003231017770557,10.587818696883854,8.242811501597469,test
EST,2021Q4,2,2022Q2,2021Q3,2021Q3,5.4164522086651345,25.25718807702455,20.43622569938359,test
FIN,2021Q4,2,2022Q2,2021Q3,2021Q3,1.9086047330835632,3.936961046684506,7.005165679727843,test
FRA,2021Q4,2,2022Q2,2021Q3,2021Q3,2.2005044136191865,11.229093141015788,5.913594434264069,test
GRC,2021Q4,2,2022Q2,2021Q3,2021Q3,1.2677602901540963,10.601590798760242,10.428984364735228,test
HRV,2021Q4,2,2022Q2,2021Q3,2021Q3,3.123285903268491,6.762898592880795,10.795724842218757,test
HUN,2021Q4,2,2022Q2,2021Q3,2021Q3,5.0469037669131245,0.4870496403574176,11.008786752281164,test
IRL,2021Q4,2,2022Q2,2021Q3,2021Q3,2.9673590504450953,18.482758620689665,8.38459048235678,test
ITA,2021Q4,2,2022Q2,2021Q3,2021Q3,2.1131339401820215,22.839279146745103,7.358071677767186,test
LTU,2021Q4,2,2022Q2,2021Q3,2021Q3,5.218545443576383,23.43232975203233,18.54306569343065,test
LUX,2021Q4,2,2022Q2,2021Q3,2021Q3,3.627269009343448,17.677219545767354,9.469917107637738,test
LVA,2021Q4,2,2022Q2,2021Q3,2021Q3,3.699726968739436,10.295244063783882,16.3648356920125,test
MLT,2021Q4,2,2022Q2,2021Q3,2021Q3,0.4622168161775741,0.0,5.766742652948076,test
NLD,2021Q4,2,2022Q2,2021Q3,2021Q3,2.354142176576146,15.25094651004757,10.43900650719458,test
AUT,2022Q1,2,2022Q3,2021Q4,2021Q4,3.888973615982927,14.648926360163372,9.900191250298818,test
BEL,2022Q1,2,2022Q3,2021Q4,2021Q4,6.3625192012289,56.56333716035209,10.982883044074686,test
BGR,2022Q1,2,2022Q3,2021Q4,2021Q4,6.01527389295704,13.227768077548308,15.172539711520905,test
CYP,2022Q1,2,2022Q3,2021Q4,2021Q4,4.6422116607537145,32.47848537005167,9.71670381496912,test
CZE,2022Q1,2,2022Q3,2021Q4,2021Q4,5.0194203764565515,-4.884004884004877,17.396313364055317,test
DEU,2022Q1,2,2022Q3,2021Q4,2021Q4,5.446485117162747,11.200807265388502,9.40533980582523,test
DNK,2022Q1,2,2022Q3,2021Q4,2021Q4,3.462783171521022,22.98769771528999,10.199556541019938,test
EST,2022Q1,2,2022Q3,2021Q4,2021Q4,9.134322910329695,45.64529666214736,24.142684818197505,test
FIN,2022Q1,2,2022Q3,2021Q4,2021Q4,3.1475913249312315,9.637050028239337,8.116770888979662,test
FRA,2022Q1,2,2022Q3,2021Q4,2021Q4,3.3331227094654414,18.44257329779502,6.524153248195441,test
GRC,2022Q1,2,2022Q3,2021Q4,2021Q4,3.7392773159341974,37.33644859813088,11.539725307222204,test
HRV,2022Q1,2,2022Q3,2021Q4,2021Q4,4.588280846670134,9.51029615076764,12.59347329557896,test
HUN,2022Q1,2,2022Q3,2021Q4,2021Q4,7.134704866699848,0.9978112527359252,17.996439103099092,test
IRL,2022Q1,2,2022Q3,2021Q4,2021Q4,5.369572422936675,27.12090848363395,9.061799551713134,test
ITA,2022Q1,2,2022Q3,2021Q4,2021Q4,3.740728797162185,31.780821917808268,8.946195479146768,test
LTU,2022Q1,2,2022Q3,2021Q4,2021Q4,9.388567293777127,35.21678966789672,21.490209569679777,test
LUX,2022Q1,2,2022Q3,2021Q4,2021Q4,5.706026519198137,32.78768120968301,8.904068002428666,test
LVA,2022Q1,2,2022Q3,2021Q4,2021Q4,7.090426844312869,22.60599287560239,21.592758039227288,test
MLT,2022Q1,2,2022Q3,2021Q4,2021Q4,2.107401294909206,0.0,7.076913763356263,test
NLD,2022Q1,2,2022Q3,2021Q4,2021Q4,5.347992173669991,54.874562333365475,14.114304711820358,test
AUT,2022Q2,2,2022Q4,2022Q1,2022Q1,5.526523667740202,23.897860506273098,11.08631826189075,test
BEL,2022Q2,2,2022Q4,2022Q1,2022Q1,9.110927608037445,83.67619160540671,11.244620317148524,test
BGR,2022Q2,2,2022Q4,2022Q1,2022Q1,8.866949046966521,16.294140589841287,14.499155129991426,test
CYP,2022Q2,2,2022Q4,2022Q1,2022Q1,5.6873315363881405,28.46609132691862,8.101711178634275,test
CZE,2022Q2,2,2022Q4,2022Q1,2022Q1,10.226937813144744,22.08588957055211,16.500711237553322,test
DEU,2022Q2,2,2022Q4,2022Q1,2022Q1,6.08506674945668,23.983214977404764,10.81081081081081,test
DNK,2022Q2,2,2022Q4,2022Q1,2022Q1,5.385359561431802,36.483212184146765,10.228339067876105,test
EST,2022Q2,2,2022Q4,2022Q1,2022Q1,12.48156508653122,48.38940142266954,20.410267844700257,test
FIN,2022Q2,2,2022Q4,2022Q1,2022Q1,4.772929087910671,24.09092230328749,8.74837189108726,test
FRA,2022Q2,2,2022Q4,2022Q1,2022Q1,4.189401066164922,21.335986189542687,6.958755006573525,test
GRC,2022Q2,2,2022Q4,2022Q1,2022Q1,6.584843823155673,58.288474810213955,8.61694655513694,test
HRV,2022Q2,2,2022Q4,2022Q1,2022Q1,6.355795842183176,8.77379183471312,12.787684333929782,test
HUN,2022Q2,2,2022Q4,2022Q1,2022Q1,8.31009801948892,1.404602725636428,23.338523313939177,test
IRL,2022Q2,2,2022Q4,2022Q1,2022Q1,5.9113300492610765,34.35681965093731,8.839257628184981,test
ITA,2022Q2,2,2022Q4,2022Q1,2022Q1,6.015523932729638,65.88507265521797,12.49611439229097,test
LTU,2022Q2,2,2022Q4,2022Q1,2022Q1,13.939249126370168,60.20761245674735,21.162008709552936,test
LUX,2022Q2,2,2022Q4,2022Q1,2022Q1,6.791903034811964,39.48647638040632,7.454967005528812,test
LVA,2022Q2,2,2022Q4,2022Q1,2022Q1,9.245831421141194,17.165593027661984,21.386400944618835,test
MLT,2022Q2,2,2022Q4,2022Q1,2022Q1,4.269240735941948,0.0,7.3107049608355235,test
NLD,2022Q2,2,2022Q4,2022Q1,2022Q1,8.850353641891061,107.82622383126083,13.018484124878404,test
AUT,2022Q3,2,2023Q1,2022Q2,2022Q2,7.86132372805044,28.280897468037125,10.59799038378484,test
BEL,2022Q3,2,2023Q1,2022Q2,2022Q2,9.93525071525372,78.24310520939734,5.919946182307423,test
BGR,2022Q3,2,2023Q1,2022Q2,2022Q2,13.407907306400402,20.386317426145204,13.351451866685736,test
CYP,2022Q3,2,2023Q1,2022Q2,2022Q2,8.802052496546287,41.89642771517623,6.54169854628921,test
CZE,2022Q3,2,2023Q1,2022Q2,2022Q2,15.032107413893758,33.578882750153504,17.967914438502653,test
DEU,2022Q3,2,2023Q1,2022Q2,2022Q2,8.277130594727167,35.88593399551423,8.721100380450665,test
DNK,2022Q3,2,2023Q1,2022Q2,2022Q2,8.242811501597469,47.21748036872655,7.986536107711117,test
EST,2022Q3,2,2023Q1,2022Q2,2022Q2,20.43622569938359,108.64718381424564,17.333832816011974,test
FIN,2022Q3,2,2023Q1,2022Q2,2022Q2,7.005165679727843,25.822777488576556,7.494627236129214,test
FRA,2022Q3,2,2023Q1,2022Q2,2022Q2,5.913594434264069,27.718550106609797,7.0035514356227235,test
GRC,2022Q3,2,2023Q1,2022Q2,2022Q2,10.428984364735228,74.10507690213693,6.3913902921150845,test
HRV,2022Q3,2,2023Q1,2022Q2,2022Q2,10.795724842218757,20.16690328612487,11.576749674725416,test
HUN,2022Q3,2,2023Q1,2022Q2,2022Q2,11.008786752281164,1.6901227427543295,25.878450106157104,test
IRL,2022Q3,2,2023Q1,2022Q2,2022Q2,8.38459048235678,54.02049053089102,7.53488372093023,test
ITA,2022Q3,2,2023Q1,2022Q2,2022Q2,7.358071677767186,64.81126039667306,9.517998779743753,test
LTU,2022Q3,2,2023Q1,2022Q2,2022Q2,18.54306569343065,70.24083616562513,16.960260039844812,test
LUX,2022Q3,2,2023Q1,2022Q2,2022Q2,9.469917107637738,35.66471546677927,4.470246734397665,test
LVA,2022Q3,2,2023Q1,2022Q2,2022Q2,16.3648356920125,49.26367100339846,19.514380933710473,test
MLT,2022Q3,2,2023Q1,2022Q2,2022Q2,5.766742652948076,0.0,6.968002485243852,test
NLD,2022Q3,2,2023Q1,2022Q2,2022Q2,10.43900650719458,108.14524043179593,7.238735786143824,test
AUT,2022Q4,2,2023Q2,2022Q3,2022Q3,9.900191250298818,46.6080554879533,8.632492903656708,test
BEL,2022Q4,2,2023Q2,2022Q3,2022Q3,10.982883044074686,75.71256317504296,2.5504054350208305,test
BGR,2022Q4,2,2023Q2,2022Q3,2022Q3,15.172539711520905,31.480111534740814,8.793000380414128,test
CYP,2022Q4,2,2023Q2,2022Q3,2022Q3,9.71670381496912,57.597112409762794,3.43732994739705,test
CZE,2022Q4,2,2023Q2,2022Q3,2022Q3,17.396313364055317,42.17936945209673,12.611012433392531,test
DEU,2022Q4,2,2023Q2,2022Q3,2022Q3,9.40533980582523,46.457938013915246,6.879954699886737,test
DNK,2022Q4,2,2023Q2,2022Q3,2022Q3,10.199556541019938,54.97918667947488,3.630460448642281,test
EST,2022Q4,2,2023Q2,2022Q3,2022Q3,24.142684818197505,122.01484679372432,11.077755905511813,test
FIN,2022Q4,2,2023Q2,2022Q3,2022Q3,8.116770888979662,33.034845797333645,5.130695867184754,test
FRA,2022Q4,2,2023Q2,2022Q3,2022Q3,6.524153248195441,24.928263988522236,6.0731356851705165,test
GRC,2022Q4,2,2023Q2,2022Q3,2022Q3,11.539725307222204,72.88135593220335,3.795472798120114,test
HRV,2022Q4,2,2023Q2,2022Q3,2022Q3,12.59347329557896,19.63355242992879,8.472878202375833,test
HUN,2022Q4,2,2023Q2,2022Q3,2022Q3,17.996439103099092,37.85709700199009,22.056473095364957,test
IRL,2022Q4,2,2023Q2,2022Q3,2022Q3,9.061799551713134,50.989522700814845,5.46594982078854,test
ITA,2022Q4,2,2023Q2,2022Q3,2022Q3,8.946195479146768,71.01796407185633,7.769571639586426,test
LTU,2022Q4,2,2023Q2,2022Q3,2022Q3,21.490209569679777,99.146119477081,10.709095835077951,test
LUX,2022Q4,2,2023Q2,2022Q3,2022Q3,8.904068002428666,25.952568938795828,1.8692894464779508,test
LVA,2022Q4,2,2023Q2,2022Q3,2022Q3,21.592758039227288,84.75646327219918,11.736665807781478,test
MLT,2022Q4,2,2023Q2,2022Q3,2022Q3,7.076913763356263,0.0,6.29696510747364,test
NLD,2022Q4,2,2023Q2,2022Q3,2022Q3,14.114304711820358,153.9785489667565,6.323651452282153,test
AUT,2023Q1,2,2023Q3,2022Q4,2022Q4,11.08631826189075,52.332529012984,6.727030481007157,test
BEL,2023Q1,2,2023Q3,2022Q4,2022Q4,11.244620317148524,60.34588120263997,1.5611145444286212,test
BGR,2023Q1,2,2023Q3,2022Q4,2022Q4,14.499155129991426,21.65000531745187,7.213062777425505,test
CYP,2023Q1,2,2023Q3,2022Q4,2022Q4,8.101711178634275,34.23671560348189,3.262181657588714,test
CZE,2023Q1,2,2023Q3,2022Q4,2022Q4,16.500711237553322,26.412066752246453,9.519136408243355,test
DEU,2023Q1,2,2023Q3,2022Q4,2022Q4,10.81081081081081,47.36842105263157,5.740432612312807,test
DNK,2023Q1,2,2023Q3,2022Q4,2022Q4,10.228339067876105,51.157473563875385,2.0408163265306145,test
EST,2023Q1,2,2023Q3,2022Q4,2022Q4,20.410267844700257,54.556939580655154,4.798260225800477,test
FIN,2023Q1,2,2023Q3,2022Q4,2022Q4,8.74837189108726,41.22224330992594,3.4412602453060215,test
FRA,2023Q1,2,2023Q3,2022Q4,2022Q4,6.958755006573525,22.383326940288978,5.4846089247965635,test
GRC,2023Q1,2,2023Q3,2022Q4,2022Q4,8.61694655513694,10.006019839296451,3.1019855063924906,test
HRV,2023Q1,2,2023Q3,2022Q4,2022Q4,12.787684333929782,20.61794019933556,7.961429444784085,test
HUN,2023Q1,2,2023Q3,2022Q4,2022Q4,23.338523313939177,62.56612913506281,14.577390074266194,test
IRL,2023Q1,2,2023Q3,2022Q4,2022Q4,8.839257628184981,66.36889122438257,4.844392248972396,test
ITA,2023Q1,2,2023Q3,2022Q4,2022Q4,12.49611439229097,129.83367983367984,5.815312682641727,test
LTU,2023Q1,2,2023Q3,2022Q4,2022Q4,21.162008709552936,80.41389504804137,5.871109328173296,test
LUX,2023Q1,2,2023Q3,2022Q4,2022Q4,7.454967005528812,17.300459674049318,2.9799570707774503,test
LVA,2023Q1,2,2023Q3,2022Q4,2022Q4,21.386400944618835,68.92072805993106,5.267383582307428,test
MLT,2023Q1,2,2023Q3,2022Q4,2022Q4,7.3107049608355235,0.0,5.187279151943458,test
NLD,2023Q1,2,2023Q3,2022Q4,2022Q4,13.018484124878404,92.4441033724644,2.751807611833579,test
AUT,2023Q2,2,2023Q4,2023Q1,2023Q1,10.59799038378484,39.31641372273946,5.132677872925262,test
BEL,2023Q2,2,2023Q4,2023Q1,2023Q1,5.919946182307423,-14.133785201323356,-0.6465181492444239,test
BGR,2023Q2,2,2023Q4,2023Q1,2023Q1,13.351451866685736,16.087921159898855,5.470691797845895,test
CYP,2023Q2,2,2023Q4,2023Q1,2023Q1,6.54169854628921,30.430865849891894,2.6451269305876046,test
CZE,2023Q2,2,2023Q4,2023Q1,2023Q1,17.967914438502653,49.34673366834173,8.351648351648366,test
DEU,2023Q2,2,2023Q4,2023Q1,2023Q1,8.721100380450665,29.05493361103879,3.0081300813008083,test
DNK,2023Q2,2,2023Q4,2023Q1,2023Q1,7.986536107711117,16.129850367740282,0.0851305334846896,test
EST,2023Q2,2,2023Q4,2023Q1,2023Q1,17.333832816011974,44.21720290552847,4.481274015091907,test
FIN,2023Q2,2,2023Q4,2023Q1,2023Q1,7.494627236129214,25.782951910238715,1.485727321983643,test
FRA,2023Q2,2,2023Q4,2023Q1,2023Q1,7.0035514356227235,16.26998480792883,4.170597147185751,test
GRC,2023Q2,2,2023Q4,2023Q1,2023Q1,6.3913902921150845,-10.838855946982909,3.4655065988653977,test
HRV,2023Q2,2,2023Q4,2023Q1,2023Q1,11.576749674725416,15.80042932413972,5.86449301129679,test
HUN,2023Q2,2,2023Q4,2023Q1,2023Q1,25.878450106157104,48.31848870011726,7.572032866033274,test
IRL,2023Q2,2,2023Q4,2023Q1,2023Q1,7.53488372093023,47.96728409910993,3.1213872832370093,test
ITA,2023Q2,2,2023Q4,2023Q1,2023Q1,9.517998779743753,40.99143937885727,0.9671179883945946,test
LTU,2023Q2,2,2023Q4,2023Q1,2023Q1,16.960260039844812,43.92406502216666,2.3475887170154586,test
LUX,2023Q2,2,2023Q4,2023Q1,2023Q1,4.470246734397665,-3.3397372888928523,2.442600276625151,test
LVA,2023Q2,2,2023Q4,2023Q1,2023Q1,19.514380933710473,69.78125367517349,1.4282663882891675,test
MLT,2023Q2,2,2023Q4,2023Q1,2023Q1,6.968002485243852,0.0,3.910323253388937,test
NLD,2023Q2,2,2023Q4,2023Q1,2023Q1,7.238735786143824,-17.127666020358678,0.4434358452669373,test
AUT,2023Q3,2,2024Q1,2023Q2,2023Q2,8.632492903656708,31.164960793414267,4.123496641849345,test
BEL,2023Q3,2,2024Q1,2023Q2,2023Q2,2.5504054350208305,-39.737344794651385,2.969196570339805,test
BGR,2023Q3,2,2024Q1,2023Q2,2023Q2,8.793000380414128,8.993591972579607,3.493008934430364,test
CYP,2023Q3,2,2024Q1,2023Q2,2023Q2,3.43732994739705,1.4319506631747858,1.953919808497906,test
CZE,2023Q3,2,2024Q1,2023Q2,2023Q2,12.611012433392531,36.76470588235292,2.357207615593837,test
DEU,2023Q3,2,2024Q1,2023Q2,2023Q2,6.879954699886737,16.387644423485014,2.7187079407806403,test
DNK,2023Q3,2,2024Q1,2023Q2,2023Q2,3.630460448642281,-16.69758812615957,0.7650892604137427,test
EST,2023Q3,2,2024Q1,2023Q2,2023Q2,11.077755905511813,12.911414824217026,4.467502850627136,test
FIN,2023Q3,2,2024Q1,2023Q2,2023Q2,5.130695867184754,13.850644723837547,0.934868921240084,test
FRA,2023Q3,2,2024Q1,2023Q2,2023Q2,6.0731356851705165,8.374317556287526,3.0011532078868086,test
GRC,2023Q3,2,2024Q1,2023Q2,2023Q2,3.795472798120114,-23.06609858108899,3.238173882269657,test
HRV,2023Q3,2,2024Q1,2023Q2,2023Q2,8.472878202375833,1.048900671411701,4.813559322033889,test
HUN,2023Q3,2,2024Q1,2023Q2,2023Q2,22.056473095364957,37.809656218402424,3.6284286647972896,test
IRL,2023Q3,2,2024Q1,2023Q2,2023Q2,5.46594982078854,19.85486797016729,2.249134948096887,test
ITA,2023Q3,2,2024Q1,2023Q2,2023Q2,7.769571639586426,14.421583850931665,1.002785515320315,test
LTU,2023Q3,2,2024Q1,2023Q2,2023Q2,10.709095835077951,19.809801859047266,0.8539154601282073,test
LUX,2023Q3,2,2024Q1,2023Q2,2023Q2,1.8692894464779508,-6.785730172145343,3.139761044734657,test
LVA,2023Q3,2,2024Q1,2023Q2,2023Q2,11.736665807781478,32.22942826916886,0.8857644991212554,test
MLT,2023Q3,2,2024Q1,2023Q2,2023Q2,6.29696510747364,0.0,3.116196671797411,test
NLD,2023Q3,2,2024Q1,2023Q2,2023Q2,6.323651452282153,-25.94737152286658,2.9684551808445647,test
AUT,2023Q4,2,2024Q2,2023Q3,2023Q3,6.727030481007157,9.563629572759492,3.263654062916288,test
BEL,2023Q4,2,2024Q2,2023Q3,2023Q3,1.5611145444286212,-41.80403264662509,5.051422465607036,test
BGR,2023Q4,2,2024Q2,2023Q3,2023Q3,7.213062777425505,-4.083531703094567,2.6549777711174283,test
CYP,2023Q4,2,2024Q2,2023Q3,2023Q3,3.262181657588714,-5.798524012069651,2.706415314920352,test
CZE,2023Q4,2,2024Q2,2023Q3,2023Q3,9.519136408243355,27.298170075349827,2.681388012618302,test
DEU,2023Q4,2,2024Q2,2023Q3,2023Q3,5.740432612312807,5.830274238825317,2.569536423841101,test
DNK,2023Q4,2,2024Q2,2023Q3,2023Q3,2.0408163265306145,-24.62809917355373,1.4525776132155777,test
EST,2023Q4,2,2024Q2,2023Q3,2023Q3,4.798260225800477,-12.45449910480323,3.0082849674361034,test
FIN,2023Q4,2,2024Q2,2023Q3,2023Q3,3.4412602453060215,-2.225758585836879,0.5235895282094338,test
FRA,2023Q4,2,2024Q2,2023Q3,2023Q3,5.4846089247965635,6.952450363303075,2.504699767776186,test
GRC,2023Q4,2,2024Q2,2023Q3,2023Q3,3.1019855063924906,-25.58003280993671,2.6651382719587557,test
HRV,2023Q4,2,2024Q2,2023Q3,2023Q3,7.961429444784085,0.8369391938055193,4.158860007916632,test
HUN,2023Q4,2,2024Q2,2023Q3,2023Q3,14.577390074266194,0.2770792586383575,3.712248758080272,test
IRL,2023Q4,2,2024Q2,2023Q3,2023Q3,4.844392248972396,15.95990747879723,1.699235344095151,test
ITA,2023Q4,2,2024Q2,2023Q3,2023Q3,5.815312682641727,-7.1778711484593805,0.8771929824561653,test
LTU,2023Q4,2,2024Q2,2023Q3,2023Q3,5.871109328173296,-16.06395000997143,0.769761285011894,test
LUX,2023Q4,2,2024Q2,2023Q3,2023Q3,2.9799570707774503,-0.0139301634472732,3.0007131493773542,test
LVA,2023Q4,2,2024Q2,2023Q3,2023Q3,5.267383582307428,-3.4512805617727627,0.8670586878819497,test
MLT,2023Q4,2,2024Q2,2023Q3,2023Q3,5.187279151943458,0.0,2.293402016659307,test
NLD,2023Q4,2,2024Q2,2023Q3,2023Q3,2.751807611833579,-47.87136429463724,2.8697054844416536,test
AUT,2024Q1,2,2024Q3,2023Q4,2023Q4,5.132677872925262,0.4638883650763814,2.3795572087335515,test
BEL,2024Q1,2,2024Q3,2023Q4,2023Q4,-0.6465181492444239,-46.01801389788736,4.6880787343245744,test
BGR,2024Q1,2,2024Q3,2023Q4,2023Q4,5.470691797845895,-2.6488908316031012,2.2302725614865127,test
CYP,2024Q1,2,2024Q3,2023Q4,2023Q4,2.6451269305876046,1.0626971990476353,2.087075528184079,test
CZE,2024Q1,2,2024Q3,2023Q4,2023Q4,8.351648351648366,46.63620208174666,2.553763440860224,test
DEU,2024Q1,2,2024Q3,2023Q4,2023Q4,3.0081300813008083,-2.0320197044335075,2.1505376344086224,test
DNK,2024Q1,2,2024Q3,2023Q4,2023Q4,0.0851305334846896,-28.682170542635653,1.183098591549303,test
EST,2024Q1,2,2024Q3,2023Q4,2023Q4,4.481274015091907,6.288270976438715,3.355556536712423,test
FIN,2024Q1,2,2024Q3,2023Q4,2023Q4,1.485727321983643,-16.687465202449737,0.8513627423433423,test
FRA,2024Q1,2,2024Q3,2023Q4,2023Q4,4.170597147185751,5.07334196999456,2.10832624152415,test
GRC,2024Q1,2,2024Q3,2023Q4,2023Q4,3.4655065988653977,-5.7149655008327365,3.097231349467111,test
HRV,2024Q1,2,2024Q3,2023Q4,2023Q4,5.86449301129679,-2.7185589158816637,3.1221847571490935,test
HUN,2024Q1,2,2024Q3,2023Q4,2023Q4,7.572032866033274,-16.44187414232502,3.4980863410016827,test
IRL,2024Q1,2,2024Q3,2023Q4,2023Q4,3.1213872832370093,-10.849652558433387,0.8681041725006722,test
ITA,2024Q1,2,2024Q3,2023Q4,2023Q4,0.9671179883945946,-41.10131162369969,1.187517260425297,test
LTU,2024Q1,2,2024Q3,2023Q4,2023Q4,2.3475887170154586,-21.179844326095857,0.7556001337345242,test
LUX,2024Q1,2,2024Q3,2023Q4,2023Q4,2.442600276625151,-4.5444424652654085,1.7270315629906552,test
LVA,2024Q1,2,2024Q3,2023Q4,2023Q4,1.4282663882891675,-15.849113872822617,1.0724108442924374,test
MLT,2024Q1,2,2024Q3,2023Q4,2023Q4,3.910323253388937,0.0,2.273582370330529,test
NLD,2024Q1,2,2024Q3,2023Q4,2023Q4,0.4434358452669373,-48.77728081047583,3.350860913496212,test
AUT,2024Q2,2,2024Q4,2024Q1,2024Q1,4.123496641849345,-4.639411193906895,1.95334104278746,test
BEL,2024Q2,2,2024Q4,2024Q1,2024Q1,2.969196570339805,-10.323829571296994,4.573369920292691,test
BGR,2024Q2,2,2024Q4,2024Q1,2024Q1,3.493008934430364,-1.1933863727276672,2.035005032280224,test
